_id,id,year,state_name,state_code,district_name,district_code,registration_circles,murder_with_rape_gang_rape,dowry_deaths,abetment_to_suicide_of_women,miscarriage,acid_attack,attempt_to_acid_attack,cruelty_by_husband_or_his_relatives,kidnapping_and_abduction,kidnapping_abduction_in_order_to_murder,kidnapping_for_ransom,kidnp_and_abductn_of_women_above_18_for_marrg,kidnp_and_abductn_of_girls_below_18_for_marrg,procuration_of_minor_girls,importation_of_girls_from_foreign,kidnapping_and_abduction_of_women_others,human_trafficking,selling_of_minor_girls,buying_of_minor_girls,rape_women_above_18,rape_girls_below_18,attempt_to_commit_rape_above_18,attempt_to_commit_rape_girls_below_18,assault_on_womenabove_18,assault_on_women_below_18,insult_to_the_modesty_of_women_above_18,insult_to_the_modesty_of_women_below_18,dowry_prohibition,procuring_inducing_children_for_the_sake_of_prostitution,detaining_a_prsn_in_premises_where_prost_is_carried,prostitution_in_or_in_the_vicinity_of_public_places,seducing_or_soliciting_for_purpose_of_prostitution,other_sections_under_itp_act,protection_of_women_from_domestic_violence,publshng_or_transmitting_of_sexually_explicit_mtrl,other_women_centric_cyber_crimes,child_rape,sexual_assault_of_children,child_sexual_harassment,use_of_child_for_pornography,offences_of_pocso_act,pocso_act_unnatural_offences,indecent_representation_of_women,total_crimes,safety_index,safety_score,risk_category
4272,4271,2022,Arunachal Pradesh,12,Kurung Kumey,233,Kurung Kumey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
4273,4272,2022,Arunachal Pradesh,12,Lohit,234,Lohit,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,18.0,1.0,Low
4274,4273,2022,Arunachal Pradesh,12,Longding,666,Longding,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,0.28,Low
4275,4274,2022,Arunachal Pradesh,12,Lower Dibang Valley,235,Lower Dibang Valley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,0.22,Low
4276,4275,2022,Arunachal Pradesh,12,Papum Pare,237,Papum Pare City,0.0,0.0,0.0,0.0,0.0,0.0,57.0,13.0,1.0,,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,14.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,9.0,0.0,0.0,0.0,0.0,0.0,128.0,177.0,9.88,Low
4277,4276,2022,Arunachal Pradesh,12,Papum Pare,237,Papum Pare Rural,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.11,Low
4278,4277,2022,Arunachal Pradesh,12,Lower Subansiri,236,Subansiri Lower,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,0.45,Low
4279,4278,2022,Arunachal Pradesh,12,Upper Subansiri,241,Subansiri Upper,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,0.28,Low
4280,4279,2022,Arunachal Pradesh,12,Tawang,238,Tawang,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,0.45,Low
4281,4280,2022,Arunachal Pradesh,12,Tirap,239,Tirap,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.22,Low
4282,4281,2022,Arunachal Pradesh,12,Namsai,678,Namsai,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,0.33,Low
4283,4282,2022,Arunachal Pradesh,12,Siang,679,Siang,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,0.45,Low
4284,4283,2022,Arunachal Pradesh,12,Kamle,718,Kamle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Low
4285,4284,2022,Arunachal Pradesh,12,Kra Daadi,677,Kra Dadi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Low
4286,4285,2022,Arunachal Pradesh,12,Lower Siang,719,Lower Siang,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.33,Low
4287,4286,2022,Arunachal Pradesh,12,Leparada,724,Leparada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,0.45,Low
4288,4287,2022,Arunachal Pradesh,12,Shi Yomi,725,Shiyomi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,0.22,Low
4289,4288,2022,Assam,18,Kamrup Metro,618,Bieo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
4290,4289,2022,Assam,18,Barpeta,280,Barpeta,0.0,18.0,0.0,0.0,0.0,0.0,231.0,63.0,0.0,,34.0,0.0,36.0,0.0,0.0,2.0,0.0,0.0,29.0,0.0,4.0,0.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,40.0,28.0,0.0,0.0,0.0,0.0,0.0,520.0,640.0,35.71,High
4291,4290,2022,Assam,18,Baksa,616,Baksa,0.0,3.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,,18.0,0.0,10.0,0.0,1.0,5.0,0.0,0.0,7.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,21.0,3.0,1.0,1.0,1.0,0.0,0.0,92.0,107.0,5.97,Low
4292,4291,2022,Assam,18,Bongaigaon,281,Bongaigaon,12.0,2.0,0.0,0.0,0.0,0.0,76.0,46.0,0.0,,17.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,22.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,47.0,9.0,4.0,1.0,0.0,0.0,0.0,253.0,360.0,20.09,Moderate
4293,4292,2022,Assam,18,Kamrup Metro,618,Cid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
4294,4293,2022,Assam,18,Cachar,282,Cachar,0.0,15.0,0.0,0.0,0.0,0.0,453.0,0.0,0.0,,217.0,0.0,50.0,0.0,15.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,728.0,836.0,46.65,High
4295,4294,2022,Assam,18,Chirang,612,Chirang,0.0,1.0,0.0,0.0,0.0,0.0,39.0,6.0,0.0,,14.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,18.0,18.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,9.0,1.0,2.0,0.0,0.0,0.0,137.0,219.0,12.22,Low
4296,4295,2022,Assam,18,Darrang,283,Darrang,0.0,3.0,0.0,0.0,1.0,0.0,229.0,15.0,0.0,,169.0,0.0,0.0,0.0,18.0,5.0,0.0,0.0,61.0,0.0,28.0,0.0,90.0,0.0,0.0,0.0,29.0,0.0,0.0,1.0,0.0,0.0,0.0,36.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,525.0,626.0,34.93,Moderate
4297,4296,2022,Assam,18,Dhemaji,284,Dhemaji,0.0,0.0,0.0,0.0,0.0,0.0,42.0,1.0,0.0,,3.0,0.0,1.0,0.0,6.0,1.0,1.0,0.0,22.0,37.0,6.0,0.0,34.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,8.0,0.0,0.0,0.0,0.0,0.0,190.0,318.0,17.75,Moderate
4298,4297,2022,Assam,18,Dhubri,285,Dhubri,0.0,11.0,0.0,2.0,0.0,0.0,290.0,0.0,0.0,,24.0,0.0,14.0,0.0,19.0,0.0,0.0,0.0,39.0,0.0,13.0,0.0,97.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,72.0,11.0,4.0,1.0,0.0,0.0,0.0,543.0,576.0,32.14,Moderate
4299,4298,2022,Assam,18,Dibrugarh,286,Dibrugarh,0.0,7.0,6.0,0.0,0.0,0.0,117.0,30.0,0.0,,40.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,18.0,29.0,1.0,0.0,44.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,41.0,19.0,3.0,0.0,1.0,0.0,0.0,336.0,430.0,24.0,Moderate
4300,4299,2022,Assam,18,Kamrup Metro,618,Grp,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,26.0,1.45,Low
4301,4300,2022,Assam,18,Goalpara,287,Goalpara,0.0,4.0,0.0,0.0,0.0,0.0,198.0,0.0,0.0,,93.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,45.0,0.0,76.0,0.0,86.0,0.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,441.0,476.0,26.56,Moderate
4302,4301,2022,Assam,18,Golaghat,288,Golaghat,0.0,1.0,1.0,0.0,0.0,0.0,37.0,11.0,0.0,,61.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,22.0,6.0,5.0,0.0,3.0,0.0,1.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,6.0,1.0,0.0,0.0,0.0,0.0,133.0,181.0,10.1,Low
4303,4302,2022,Assam,18,Kamrup Metro,618,Guwahati City,0.0,10.0,12.0,0.0,0.0,0.0,319.0,102.0,0.0,,66.0,0.0,9.0,0.0,7.0,0.0,0.0,0.0,62.0,77.0,7.0,0.0,141.0,0.0,0.0,0.0,27.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,28.0,60.0,28.0,12.0,3.0,0.0,3.0,0.0,845.0,1250.0,69.75,Critical
4304,4303,2022,Assam,18,Hailakandi,289,Hailakandi,0.0,2.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,,29.0,0.0,2.0,0.0,23.0,0.0,0.0,0.0,40.0,0.0,6.0,0.0,48.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,11.0,8.0,0.0,0.0,0.0,0.0,247.0,306.0,17.08,Moderate
4305,4304,2022,Assam,18,West Karbi Anglong,710,Hamren,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,25.0,31.0,1.73,Low
4306,4305,2022,Assam,18,Jorhat,290,Jorhat,0.0,1.0,0.0,0.0,0.0,0.0,103.0,0.0,0.0,,80.0,0.0,2.0,0.0,11.0,0.0,0.0,0.0,27.0,0.0,5.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,21.0,0.0,0.0,0.0,0.0,0.0,249.0,289.0,16.13,Moderate
4307,4306,2022,Assam,18,Kamrup,291,Kamrup,0.0,16.0,20.0,0.0,0.0,1.0,405.0,14.0,0.0,,103.0,0.0,11.0,0.0,46.0,4.0,0.0,0.0,98.0,16.0,20.0,0.0,320.0,0.0,12.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,70.0,21.0,7.0,1.0,0.0,0.0,0.0,1019.0,1273.0,71.04,Critical
4308,4307,2022,Assam,18,Karbi Anglong,292,Karbi Anglong,0.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,,1.0,0.0,1.0,0.0,6.0,2.0,0.0,0.0,7.0,3.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,17.0,4.0,0.0,0.0,0.0,0.0,0.0,47.0,60.0,3.35,Low
4309,4308,2022,Assam,18,Karimganj,293,Karimganj,0.0,7.0,0.0,0.0,0.0,1.0,240.0,34.0,0.0,,35.0,0.0,4.0,0.0,21.0,0.0,0.0,0.0,61.0,0.0,4.0,0.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,5.0,0.0,27.0,10.0,7.0,0.0,0.0,0.0,0.0,406.0,588.0,32.81,Moderate
4310,4309,2022,Assam,18,Kokrajhar,294,Kokrajhar,0.0,2.0,0.0,0.0,0.0,0.0,99.0,0.0,0.0,,0.0,0.0,6.0,0.0,62.0,2.0,0.0,0.0,36.0,0.0,5.0,0.0,72.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,278.0,329.0,18.36,Moderate
4311,4310,2022,Assam,18,Lakhimpur,295,Lakhimpur,0.0,3.0,1.0,0.0,0.0,0.0,147.0,0.0,0.0,,74.0,0.0,10.0,0.0,5.0,0.0,2.0,0.0,16.0,19.0,6.0,0.0,58.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,36.0,10.0,2.0,0.0,0.0,0.0,0.0,300.0,354.0,19.75,Moderate
4312,4311,2022,Assam,18,Marigaon,296,Morigaon,0.0,6.0,0.0,0.0,0.0,0.0,174.0,86.0,0.0,,10.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,49.0,21.0,4.0,0.0,70.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,85.0,18.0,10.0,2.0,1.0,0.0,0.0,528.0,714.0,39.84,High
4313,4312,2022,Assam,18,Dima Hasao,299,Dima Hasao,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,26.0,1.45,Low
4314,4313,2022,Assam,18,Nagaon,297,Nagaon,0.0,6.0,8.0,0.0,1.0,0.0,292.0,52.0,0.0,,71.0,0.0,25.0,0.0,42.0,3.0,0.0,0.0,65.0,0.0,10.0,0.0,69.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,87.0,13.0,7.0,1.0,0.0,0.0,0.0,626.0,759.0,42.35,High
4315,4314,2022,Assam,18,Nalbari,298,Nalbari,0.0,1.0,4.0,0.0,0.0,0.0,127.0,6.0,0.0,,26.0,0.0,4.0,0.0,13.0,0.0,0.0,0.0,20.0,27.0,3.0,0.0,78.0,0.0,1.0,0.0,28.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10.0,5.0,7.0,0.0,2.0,0.0,0.0,312.0,408.0,22.77,Moderate
4316,4315,2022,Assam,18,Kamrup Metro,618,Rpo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
4317,4316,2022,Assam,18,Kamrup Metro,618,Sou,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
4318,4317,2022,Assam,18,Kamrup Metro,618,Stf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
4319,4318,2022,Assam,18,Sivasagar,300,Sibsagar,0.0,4.0,0.0,0.0,0.0,0.0,86.0,2.0,0.0,,16.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0,38.0,6.0,0.0,24.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,9.0,1.0,0.0,0.0,0.0,0.0,210.0,342.0,19.08,Moderate
4320,4319,2022,Assam,18,Sonitpur,301,Sonitpur,0.0,33.0,0.0,0.0,0.0,0.0,178.0,50.0,0.0,,212.0,0.0,15.0,0.0,0.0,11.0,0.0,0.0,66.0,109.0,2.0,2.0,39.0,4.0,0.0,35.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,25.0,18.0,6.0,0.0,0.0,0.0,0.0,548.0,1160.0,64.73,Critical
4321,4320,2022,Assam,18,Tinsukia,302,Tinsukia,0.0,1.0,7.0,0.0,0.0,0.0,153.0,0.0,0.0,,66.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,13.0,0.0,54.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,43.0,12.0,2.0,0.0,2.0,0.0,0.0,348.0,490.0,27.34,Moderate
4322,4321,2022,Assam,18,Udalguri,617,Udalguri,0.0,5.0,1.0,0.0,0.0,0.0,58.0,12.0,0.0,,58.0,0.0,5.0,0.0,19.0,4.0,0.0,0.0,21.0,0.0,2.0,0.0,21.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,218.0,12.17,Low
4323,4322,2022,Assam,18,Tinsukia,302,Sadia,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,29.0,1.62,Low
4324,4323,2022,Assam,18,Majuli,706,Majuli,0.0,0.0,1.0,0.0,0.0,0.0,24.0,2.0,0.0,,9.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,51.0,48.0,2.68,Low
4325,4324,2022,Assam,18,Biswanath,705,Biswanath,0.0,2.0,2.0,0.0,0.0,0.0,36.0,1.0,0.0,,2.0,0.0,1.0,0.0,2.0,4.0,0.0,0.0,15.0,48.0,4.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,27.0,19.0,0.0,0.0,0.0,0.0,0.0,179.0,335.0,18.69,Moderate
4326,4325,2022,Assam,18,Hojai,709,Hojai,2.0,2.0,1.0,0.0,0.0,0.0,224.0,10.0,0.0,,61.0,0.0,14.0,0.0,13.0,4.0,0.0,0.0,46.0,65.0,2.0,0.0,50.0,0.0,2.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,44.0,16.0,5.0,2.0,1.0,0.0,0.0,500.0,770.0,42.97,High
4327,4326,2022,Assam,18,South Salmara Mancachar,707,South Salmara,0.0,5.0,3.0,0.0,1.0,0.0,99.0,0.0,0.0,,27.0,0.0,16.0,0.0,9.0,1.0,0.0,0.0,31.0,0.0,9.0,1.0,17.0,0.0,3.0,0.0,28.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,27.0,5.0,0.0,0.0,0.0,0.0,0.0,224.0,263.0,14.68,Low
4328,4327,2022,Assam,18,Charaideo,708,Charaideo,0.0,2.0,5.0,0.0,0.0,0.0,29.0,29.0,0.0,,12.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,6.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,23.0,0.0,0.0,11.0,0.0,0.0,0.0,120.0,148.0,8.26,Low
4329,4328,2022,Bihar,10,Araria,188,Araria,0.0,19.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,,78.0,0.0,0.0,0.0,63.0,2.0,0.0,0.0,28.0,108.0,0.0,0.0,5.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,9.0,0.0,0.0,2.0,0.0,0.0,325.0,662.0,36.94,High
4330,4329,2022,Bihar,10,Arwal,611,Arwal,0.0,9.0,1.0,0.0,0.0,0.0,12.0,0.0,0.0,,13.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,29.0,1.0,0.0,7.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,7.0,0.0,0.0,0.0,0.0,113.0,194.0,10.83,Low
4331,4330,2022,Bihar,10,Aurangabad,189,Aurangabad,0.0,28.0,0.0,0.0,0.0,0.0,39.0,16.0,0.0,,52.0,0.0,0.0,0.0,9.0,3.0,0.0,0.0,36.0,88.0,0.0,0.0,11.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,51.0,0.0,0.0,0.0,0.0,0.0,374.0,674.0,37.61,High
4332,4331,2022,Bihar,10,Pashchim Champaran,211,Bagaha,0.0,23.0,0.0,0.0,0.0,0.0,25.0,9.0,0.0,,32.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,18.0,69.0,0.0,0.0,37.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,41.0,0.0,0.0,0.0,0.0,0.0,266.0,497.0,27.73,Moderate
4333,4332,2022,Bihar,10,Banka,190,Banka,0.0,14.0,0.0,0.0,0.0,0.0,18.0,12.0,0.0,,44.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,8.0,59.0,0.0,0.0,8.0,0.0,0.0,0.0,64.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,13.0,0.0,0.0,0.0,0.0,0.0,213.0,368.0,20.54,Moderate
