_id,id,year,state_name,state_code,district_name,district_code,registration_circles,murder_with_rape_gang_rape,dowry_deaths,abetment_to_suicide_of_women,miscarriage,acid_attack,attempt_to_acid_attack,cruelty_by_husband_or_his_relatives,kidnapping_and_abduction,kidnapping_abduction_in_order_to_murder,kidnapping_for_ransom,kidnp_and_abductn_of_women_above_18_for_marrg,kidnp_and_abductn_of_girls_below_18_for_marrg,procuration_of_minor_girls,importation_of_girls_from_foreign,kidnapping_and_abduction_of_women_others,human_trafficking,selling_of_minor_girls,buying_of_minor_girls,rape_women_above_18,rape_girls_below_18,attempt_to_commit_rape_above_18,attempt_to_commit_rape_girls_below_18,assault_on_womenabove_18,assault_on_women_below_18,insult_to_the_modesty_of_women_above_18,insult_to_the_modesty_of_women_below_18,dowry_prohibition,procuring_inducing_children_for_the_sake_of_prostitution,detaining_a_prsn_in_premises_where_prost_is_carried,prostitution_in_or_in_the_vicinity_of_public_places,seducing_or_soliciting_for_purpose_of_prostitution,other_sections_under_itp_act,protection_of_women_from_domestic_violence,publshng_or_transmitting_of_sexually_explicit_mtrl,other_women_centric_cyber_crimes,child_rape,sexual_assault_of_children,child_sexual_harassment,use_of_child_for_pornography,offences_of_pocso_act,pocso_act_unnatural_offences,indecent_representation_of_women,total_crimes,safety_index,safety_score,risk_category
1335,1334,2018,Punjab,3,Fatehgarh Sahib,30,Fatehgarh Sahib,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,69.0,77.0,4.93,Low
1336,1335,2018,Punjab,3,Fazilka,651,Fazilka,0.0,4.0,6.0,1.0,1.0,0.0,18.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,14.0,1.0,13.0,18.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,12.0,0.0,0.0,0.0,0.0,0.0,137.0,208.0,13.32,Low
1337,1336,2018,Punjab,3,Patiala,41,Grp,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,11.0,0.7,Low
1338,1337,2018,Punjab,3,Gurdaspur,32,Gurdaspur,3.0,3.0,6.0,0.0,1.0,0.0,50.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,19.0,3.0,6.0,7.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,221.0,14.15,Low
1339,1338,2018,Punjab,3,Hoshiarpur,33,Hoshiarpur,0.0,4.0,11.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,56.0,3.0,0.0,40.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,27.0,3.0,0.0,0.0,0.0,0.0,0.0,206.0,418.0,26.77,Moderate
1340,1339,2018,Punjab,3,Jalandhar,34,Jalandhar Rural,1.0,2.0,6.0,1.0,0.0,0.0,52.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,19.0,31.0,3.0,23.0,37.0,3.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.0,300.0,19.21,Moderate
1341,1340,2018,Punjab,3,Kapurthala,35,Kapurthala,0.0,1.0,8.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,12.0,29.0,3.0,8.0,38.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,154.0,262.0,16.78,Moderate
1342,1341,2018,Punjab,3,Ludhiana,36,Khanna,0.0,0.0,15.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,23.0,1.0,6.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,149.0,9.54,Low
1343,1342,2018,Punjab,3,Ludhiana,36,Ludhiana Rural,0.0,0.0,1.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,13.0,28.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,82.0,116.0,7.43,Low
1344,1343,2018,Punjab,3,Mansa,37,Mansa,0.0,2.0,7.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,11.0,1.0,17.0,19.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,6.0,0.0,0.0,0.0,0.0,0.0,116.0,155.0,9.93,Low
1345,1344,2018,Punjab,3,Moga,38,Moga,0.0,0.0,5.0,0.0,0.0,0.0,40.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,32.0,1.0,0.0,42.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,152.0,290.0,18.57,Moderate
1346,1345,2018,Punjab,3,Sri Muktsar Sahib,39,Muktsar,0.0,5.0,2.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,30.0,3.0,1.0,35.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,36.0,10.0,0.0,0.0,0.0,0.0,0.0,152.0,241.0,15.43,Moderate
1347,1346,2018,Punjab,3,Pathankot,662,Pathankot,0.0,2.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,47.0,64.0,4.1,Low
1348,1347,2018,Punjab,3,Patiala,41,Patiala,0.0,5.0,14.0,0.0,0.0,0.0,143.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,30.0,66.0,2.0,32.0,54.0,4.0,0.0,23.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,350.0,596.0,38.17,High
1349,1348,2018,Punjab,3,Rupnagar,42,Ropar,0.0,0.0,4.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,8.0,0.0,20.0,27.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,153.0,9.8,Low
1350,1349,2018,Punjab,3,Sangrur,43,Sangrur,0.0,5.0,0.0,2.0,0.0,0.0,76.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,42.0,1.0,23.0,38.0,1.0,2.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,453.0,29.01,Moderate
1351,1350,2018,Punjab,3,Tarn Taran,609,Tarn Taran,0.0,1.0,9.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13.0,40.0,0.0,14.0,30.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.0,297.0,19.02,Moderate
1352,1351,2018,Punjab,3,S.A.S Nagar,608,Bureau Of Investigation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.26,Low
1353,1352,2018,Punjab,3,S.A.S Nagar,608,Intelligence Wing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
1354,1353,2018,Punjab,3,S.A.S Nagar,608,Nri Wing,0.0,0.0,0.0,0.0,0.0,0.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,79.0,5.06,Low
1355,1354,2018,Punjab,3,Amritsar,27,Special Task Force,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
1356,1355,2018,Rajasthan,8,Ajmer,86,Ajmer,0.0,14.0,5.0,0.0,0.0,0.0,704.0,109.0,0.0,1.0,27.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,112.0,28.0,21.0,44.0,265.0,2.0,4.0,18.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,2.0,1300.0,1789.0,100.0,Critical
1357,1356,2018,Rajasthan,8,Alwar,87,Alwar,0.0,54.0,4.0,0.0,0.0,0.0,763.0,73.0,0.0,0.0,82.0,2.0,5.0,0.0,54.0,0.0,0.0,0.0,261.0,13.0,93.0,90.0,238.0,0.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,0.0,0.0,1585.0,2405.0,100.0,Critical
1358,1357,2018,Rajasthan,8,Banswara,88,Banswara,0.0,6.0,2.0,0.0,0.0,0.0,114.0,3.0,0.0,0.0,59.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,63.0,28.0,7.0,13.0,82.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,316.0,584.0,37.4,High
1359,1358,2018,Rajasthan,8,Baran,89,Baran,0.0,5.0,4.0,0.0,0.0,0.0,341.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,142.0,0.0,0.0,0.0,64.0,0.0,6.0,42.0,172.0,2.0,3.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,632.0,784.0,50.21,High
1360,1359,2018,Rajasthan,8,Barmer,90,Barmer,1.0,27.0,2.0,4.0,0.0,0.0,181.0,8.0,0.0,0.0,17.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,79.0,13.0,19.0,27.0,167.0,3.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,525.0,818.0,52.39,High
1361,1360,2018,Rajasthan,8,Bharatpur,91,Bharatpur,0.0,22.0,5.0,0.0,0.0,0.0,553.0,36.0,0.0,0.0,37.0,0.0,0.0,0.0,117.0,2.0,0.0,0.0,163.0,1.0,81.0,40.0,54.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,3.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,953.0,1409.0,90.23,Critical
1362,1361,2018,Rajasthan,8,Bhilwara,92,Bhilwara,0.0,10.0,8.0,0.0,0.0,0.0,514.0,30.0,0.0,0.0,21.0,0.0,7.0,0.0,149.0,0.0,0.0,0.0,159.0,11.0,2.0,0.0,275.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,10.0,0.0,0.0,16.0,0.0,1.0,1046.0,1559.0,99.84,Critical
1363,1362,2018,Rajasthan,8,Bikaner,93,Bikaner,0.0,14.0,8.0,0.0,0.0,0.0,353.0,10.0,0.0,0.0,19.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,101.0,10.0,15.0,35.0,81.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,619.0,940.0,60.2,Critical
1364,1363,2018,Rajasthan,8,Bundi,94,Bundi,0.0,2.0,0.0,0.0,0.0,0.0,271.0,19.0,0.0,0.0,5.0,1.0,0.0,0.0,94.0,0.0,0.0,0.0,69.0,0.0,9.0,6.0,182.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,558.0,773.0,49.5,High
1365,1364,2018,Rajasthan,8,Chittorgarh,95,Chittorgarh,0.0,3.0,10.0,0.0,1.0,0.0,388.0,31.0,0.0,0.0,35.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,69.0,0.0,3.0,29.0,160.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,685.0,899.0,57.57,High
1366,1365,2018,Rajasthan,8,Churu,96,Churu,0.0,12.0,4.0,0.0,0.0,0.0,417.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,1.0,0.0,0.0,102.0,0.0,3.0,39.0,18.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,19.0,0.0,0.0,594.0,883.0,56.55,High
1367,1366,2018,Rajasthan,8,Dausa,97,Dausa,0.0,7.0,2.0,0.0,0.0,0.0,190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,91.0,0.0,6.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,5.0,0.0,0.0,0.0,329.0,601.0,38.49,High
1368,1367,2018,Rajasthan,8,Dholpur,98,Dholpur,0.0,33.0,2.0,0.0,0.0,0.0,231.0,30.0,0.0,0.0,2.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,49.0,1.0,6.0,27.0,74.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,451.0,664.0,42.52,High
1369,1368,2018,Rajasthan,8,Dungarpur,99,Dungarpur,0.0,6.0,1.0,4.0,0.0,0.0,85.0,0.0,0.0,0.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,1.0,38.0,91.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,263.0,362.0,23.18,Moderate
1370,1369,2018,Rajasthan,8,Ajmer,86,Grp Ajmer,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,10.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,33.0,2.11,Low
1371,1370,2018,Rajasthan,8,Jodhpur,107,Grp Jodhpur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,0.51,Low
1372,1371,2018,Rajasthan,8,Ganganagar,100,Ganganagar,0.0,8.0,4.0,0.0,0.0,0.0,631.0,50.0,0.0,0.0,11.0,0.0,3.0,0.0,36.0,0.0,0.0,0.0,151.0,20.0,22.0,37.0,130.0,4.0,2.0,39.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1053.0,1569.0,100.0,Critical
1373,1372,2018,Rajasthan,8,Hanumangarh,101,Hanumangarh,0.0,4.0,7.0,0.0,0.0,0.0,473.0,49.0,0.0,0.0,4.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,96.0,1.0,23.0,58.0,128.0,5.0,0.0,26.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,837.0,1099.0,70.38,Critical
1374,1373,2018,Rajasthan,8,Jaipur,102,Jaipur East,0.0,5.0,3.0,0.0,0.0,0.0,245.0,81.0,0.0,0.0,12.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,68.0,10.0,4.0,15.0,119.0,5.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,5.0,0.0,0.0,0.0,558.0,853.0,54.63,High
1375,1374,2018,Rajasthan,8,Jaipur,102,Jaipur North,0.0,4.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,1.0,0.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,311.0,446.0,28.56,Moderate
1376,1375,2018,Rajasthan,8,Jaipur,102,Jaipur Rural,0.0,10.0,6.0,0.0,0.0,0.0,234.0,19.0,0.0,0.0,9.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,71.0,8.0,13.0,28.0,89.0,4.0,0.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,476.0,707.0,45.28,High
1377,1376,2018,Rajasthan,8,Jaipur,102,Jaipur South,0.0,3.0,2.0,0.0,0.0,0.0,204.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,71.0,0.0,1.0,16.0,30.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,394.0,665.0,42.59,High
1378,1377,2018,Rajasthan,8,Jaipur,102,Jaipur West,0.0,7.0,6.0,0.0,0.0,0.0,344.0,95.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,1.0,5.0,20.0,63.0,1.0,0.0,12.0,1.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,600.0,874.0,55.97,High
1379,1378,2018,Rajasthan,8,Jaisalmer,103,Jaisalmer,0.0,7.0,1.0,0.0,0.0,0.0,36.0,3.0,0.0,0.0,8.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,12.0,2.0,5.0,7.0,82.0,2.0,1.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.0,201.0,12.87,Low
1380,1379,2018,Rajasthan,8,Jalore,104,Jalore,0.0,5.0,4.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,49.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,51.0,6.0,11.0,4.0,114.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,399.0,557.0,35.67,High
1381,1380,2018,Rajasthan,8,Jhalawar,105,Jhalawar,4.0,6.0,5.0,0.0,0.0,0.0,335.0,106.0,0.0,0.0,35.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,89.0,0.0,16.0,33.0,199.0,1.0,3.0,63.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,790.0,1140.0,73.01,Critical
1382,1381,2018,Rajasthan,8,Jhunjhunu,106,Jhunjhunu,0.0,11.0,1.0,0.0,0.0,0.0,332.0,72.0,0.0,1.0,4.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,121.0,4.0,10.0,7.0,101.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,658.0,1110.0,71.09,Critical
1383,1382,2018,Rajasthan,8,Jodhpur,107,Jodhpur East,0.0,4.0,3.0,0.0,0.0,0.0,155.0,3.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,3.0,0.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,7.0,9.0,3.0,0.0,13.0,0.0,0.0,319.0,431.0,27.6,Moderate
1384,1383,2018,Rajasthan,8,Jodhpur,107,Jodhpur West,1.0,4.0,2.0,0.0,0.0,0.0,238.0,19.0,0.0,0.0,1.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,30.0,0.0,1.0,25.0,127.0,2.0,8.0,23.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,447.0,540.0,34.58,Moderate
1385,1384,2018,Rajasthan,8,Jodhpur,107,Jodhpur Rural,0.0,19.0,4.0,0.0,0.0,0.0,117.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,35.0,0.0,6.0,26.0,68.0,3.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,280.0,392.0,25.1,Moderate
1386,1385,2018,Rajasthan,8,Karauli,108,Karauli,0.0,13.0,1.0,0.0,0.0,0.0,148.0,56.0,0.0,0.0,12.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,81.0,6.0,39.0,17.0,29.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,389.0,676.0,43.29,High
1387,1386,2018,Rajasthan,8,Kota,109,Kota City,0.0,1.0,6.0,0.0,0.0,1.0,420.0,120.0,0.0,0.0,10.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,65.0,9.0,5.0,23.0,110.0,0.0,1.0,24.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,764.0,1073.0,68.72,Critical
1388,1387,2018,Rajasthan,8,Kota,109,Kota Rural,0.0,5.0,1.0,0.0,0.0,0.0,205.0,8.0,0.0,0.0,3.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,38.0,0.0,4.0,5.0,98.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,368.0,486.0,31.12,Moderate
1389,1388,2018,Rajasthan,8,Nagaur,110,Nagaur,0.0,13.0,5.0,0.0,0.0,0.0,438.0,40.0,0.0,0.0,31.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,96.0,1.0,22.0,36.0,101.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,750.0,1046.0,66.99,Critical
1390,1389,2018,Rajasthan,8,Pali,111,Pali,0.0,12.0,7.0,0.0,0.0,0.0,380.0,14.0,0.0,0.0,20.0,0.0,1.0,0.0,101.0,0.0,0.0,0.0,118.0,0.0,7.0,10.0,232.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,773.0,1148.0,73.52,Critical
1391,1390,2018,Rajasthan,8,Pratapgarh,629,Pratapgarh,0.0,5.0,2.0,0.0,0.0,0.0,152.0,19.0,0.0,0.0,57.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,101.0,1.0,17.0,43.0,116.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,455.0,729.0,46.69,High
1392,1391,2018,Rajasthan,8,Rajsamand,112,Rajsamand,0.0,6.0,4.0,0.0,0.0,0.0,209.0,26.0,0.0,0.0,18.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,38.0,30.0,9.0,16.0,130.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,464.0,681.0,43.61,High
1393,1392,2018,Rajasthan,8,Sawai Madhopur,113,Sawai Madhopur,0.0,6.0,3.0,0.0,0.0,0.0,241.0,20.0,0.0,0.0,64.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,73.0,1.0,21.0,9.0,127.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,498.0,722.0,46.24,High
1394,1393,2018,Rajasthan,8,Sikar,114,Sikar,0.0,16.0,0.0,0.0,0.0,0.0,426.0,65.0,0.0,0.0,9.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,87.0,0.0,18.0,31.0,123.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,766.0,1075.0,68.84,Critical
1395,1394,2018,Rajasthan,8,Sirohi,115,Sirohi,0.0,1.0,2.0,1.0,0.0,0.0,116.0,21.0,0.0,0.0,17.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,45.0,8.0,11.0,17.0,71.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,2.0,0.0,3.0,0.0,0.0,0.0,300.0,444.0,28.43,Moderate
